mondo id	mondo label	phenotypes to high-level hpo	histopheno	of body system or component	of developmental or physiological process	of etiologic mechanism	of genetic or genomic mechanism	of primarily extrinsic mechanism	of molecular mechanism
MONDO:0009229	hyaline fibromatosis syndrome	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the immune system	musculature; skeletal_system; head_neck; integument; digestive_system; immune_system; connective_tissue; growth; neoplasm; endocrine; nervous_system; metabolism_homeostasis; genitourinary_system; blood; ear	musculoskeletal system disorder			hereditary disease		
MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Constitutional symptom; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; head_neck; eye; integument; blood; musculature; skeletal_system; genitourinary_system; digestive_system; neoplasm; respiratory; connective_tissue; prenatal_or_birth	integumentary system disorder; connective tissue disorder			hereditary disease		
MONDO:0971044	Ehlers-Danlos syndrome, classic-like, 3	Abnormality of the cardiovascular system; Abnormality of the musculoskeletal system; Abnormality of the integument; Abnormality of blood and blood-forming tissues	blood; integument; musculature; skeletal_system; connective_tissue	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0034022	Bethlem myopathy 2	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of head or neck; Abnormality of the eye	musculature; skeletal_system; connective_tissue; nervous_system; head_neck; integument; digestive_system; eye; metabolism_homeostasis; blood; respiratory; growth	musculoskeletal system disorder; syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0024543	brittle cornea syndrome 1	Abnormality of limbs; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; eye; musculature; skeletal_system; integument; connective_tissue; digestive_system; ear; growth	disorder of orbital region; syndromic disease; connective tissue disorder; disorder of visual system	disorder of development or morphogenesis		hereditary disease		
MONDO:0013605	brittle cornea syndrome 2	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the ear; Constitutional symptom; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; eye; musculature; skeletal_system; digestive_system; connective_tissue; nervous_system; integument; blood; ear	disorder of orbital region; syndromic disease; connective tissue disorder; disorder of visual system	disorder of development or morphogenesis		hereditary disease		
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasia type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of head or neck; Abnormality of the eye	musculature; skeletal_system; integument; head_neck; connective_tissue; nervous_system; digestive_system; blood; prenatal_or_birth; growth; eye; genitourinary_system	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0040501	Ehlers-Danlos syndrome, arthrochalasia type, 2	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system	musculature; skeletal_system; integument; nervous_system; head_neck; genitourinary_system; blood; connective_tissue; prenatal_or_birth	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0009159	Ehlers-Danlos syndrome, cardiac valvular type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	musculature; skeletal_system; integument; head_neck; eye; digestive_system; connective_tissue; nervous_system; blood; growth; respiratory; ear	syndromic disease; cardiovascular disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0019567	Ehlers-Danlos syndrome, classic type, 1	Abnormality of limbs; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; integument; head_neck; digestive_system; eye; respiratory; connective_tissue; immune_system; blood; ear; prenatal_or_birth; growth	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0019568	Ehlers-Danlos syndrome, classic type, 2	Abnormality of limbs; Abnormality of the integument; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	integument; musculature; skeletal_system; connective_tissue; head_neck; respiratory; digestive_system; blood; immune_system	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Constitutional symptom; Abnormality of the genitourinary system; Abnormality of the cardiovascular system	musculature; integument; skeletal_system; nervous_system; genitourinary_system; blood; connective_tissue; digestive_system; endocrine	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0054813	Ehlers-Danlos syndrome, classic-like, 2	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; head_neck; integument; digestive_system; connective_tissue; eye; nervous_system; blood; immune_system; metabolism_homeostasis; genitourinary_system; ear; endocrine; respiratory	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; head_neck; digestive_system; integument; connective_tissue; nervous_system; blood; growth; eye; prenatal_or_birth; metabolism_homeostasis; immune_system; respiratory; ear	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0020681	Ehlers-Danlos syndrome, musculocontractural type 1	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; musculature; skeletal_system; digestive_system; eye; nervous_system; integument; connective_tissue; ear; genitourinary_system; blood; immune_system; respiratory	musculoskeletal system disorder; syndromic disease; cardiovascular disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
